,Unnamed: 0,MACE_pred,av_rating,sentence,worker_0,worker_1,worker_2,worker_3,worker_4,worker_5,worker_6,worker_7,round,batch,sent_id,disagree,agree,neutral,confidence_in_prediction_gpt-3.5,confidence_in_prediction_gpt-4o,label_gpt4o,label_gpt-3.5,3.5,4
2018,2018,neutral,0.0,"Climate science should be less political, while climate policies should be more scientific.",disagrees,neutral,neutral,neutral,neutral,agrees,neutral,neutral,5,4,t48,0.0009565896441474,0.99816773981281,0.0008756705430425,1.0,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2019,2019,neutral,0.25,"The real evidence of change would come when investors started exiting carbon-heavy companies, especially those with no transition plan.",neutral,agrees,neutral,neutral,neutral,agrees,neutral,neutral,5,4,t49,0.0019834366694176,0.9853560573159764,0.012660506014606,0.8,0.8,B,A,agrees,neither agrees nor disagrees
2020,2020,agrees,0.875,Risky technologies are the only ways to address climate change.,agrees,agrees,agrees,neutral,agrees,agrees,agrees,agrees,5,4,t5,0.0009712460436901,0.9981530350625294,0.0008757188937805,0.9,0.9,A,C,disagrees,agrees
2021,2021,neutral,0.125,Climate change and environmental issues are ranked as the 11th biggest threat to their companies 'growth prospects.,agrees,neutral,neutral,neutral,neutral,neutral,neutral,neutral,5,4,t6,0.0038130055304475,0.8698108119074949,0.1263761825620575,0.9,0.8,B,A,agrees,neither agrees nor disagrees
2022,2022,agrees,0.875,The climate is about to change for the worse in a way that poses an existential threat for everyone.,neutral,agrees,agrees,agrees,agrees,agrees,agrees,agrees,5,4,t7,0.0064687916336661,0.8047243992732174,0.1888068090931164,1.0,0.95,A,A,agrees,agrees
2023,2023,neutral,0.25,Climate change means the end of shopping.,agrees,agrees,neutral,neutral,neutral,neutral,disagrees,agrees,5,4,t8,0.003600972364685,0.0174201766112529,0.978978851024062,0.2,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2024,2024,neutral,0.125,The Golden Globes to send a signal and draw attention to the issue about climate change.,neutral,neutral,neutral,neutral,agrees,neutral,neutral,neutral,5,4,t9,0.0040618975899986,0.1379048818230799,0.8580332205869214,1.0,0.8,A,A,agrees,agrees
2025,2025,disagrees,-0.75,Global warming is a hoax.,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,agrees,5,5,s0,,,,1.0,1.0,C,C,disagrees,disagrees
2026,2026,agrees,0.5,Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,agrees,agrees,agrees,neutral,neutral,neutral,agrees,neutral,5,5,s1,,,,0.9,0.95,A,A,agrees,agrees
2027,2027,neutral,0.25,"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",neutral,neutral,agrees,neutral,neutral,neutral,neutral,agrees,5,5,s2,,,,0.0,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2028,2028,agrees,0.75,Global warming is happening and it will be dangerous to human health and welfare.,agrees,agrees,neutral,agrees,agrees,agrees,agrees,neutral,5,5,s3,,,,1.0,1.0,A,A,agrees,agrees
2029,2029,neutral,0.125,Some icebergs are cute.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agrees,5,5,s4,,,,0.2,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2030,2030,disagrees,-0.375,The shoddy and absurd climate change plan.,disagrees,disagrees,agrees,neutral,disagrees,disagrees,disagrees,agrees,5,5,t0,0.9287142550870268,0.0062944459091656,0.0649912990038076,0.9,0.9,C,C,disagrees,disagrees
2031,2031,agrees,0.5,This is the result of climate change.,neutral,agrees,neutral,agrees,neutral,agrees,neutral,agrees,5,5,t1,0.0046710592628679,0.5479723086705887,0.4473566320665433,1.0,0.8,A,A,agrees,agrees
2032,2032,neutral,0.0,Climate change is not a belief system.,neutral,neutral,disagrees,neutral,neutral,neutral,neutral,agrees,5,5,t10,0.0562488606676791,0.0045414102544582,0.9392097290778626,1.0,0.5,A,B,neither agrees nor disagrees,agrees
2033,2033,agrees,1.0,We are headed for climate Armageddon from warming in twelve years.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,5,5,t11,0.0031236386051941,0.9340622021209106,0.0628141592738952,1.0,1.0,A,A,agrees,agrees
2034,2034,agrees,0.375,A fee on the burning of fossil fuels is the most efficient way to drive down global warming.,agrees,agrees,disagrees,agrees,agrees,agrees,neutral,disagrees,5,5,t12,0.0506190636698408,0.0036770598064245,0.9457038765237348,1.0,0.9,A,A,agrees,agrees
2035,2035,neutral,0.25,"Since 2005, U.S. carbon dioxide emissions have dropped more than those from any other large industrialized nation.",neutral,neutral,agrees,neutral,neutral,neutral,neutral,agrees,5,5,t13,0.9968420769598396,0.0016825813203864,0.0014753417197739,0.8,0.8,B,A,agrees,neither agrees nor disagrees
2036,2036,neutral,0.25,Countries need to go beyond simply putting a price on carbon or adopting bold emissions goals.,neutral,neutral,disagrees,neutral,agrees,agrees,agrees,neutral,5,5,t14,0.0027703686501868,0.0476441505869433,0.94958548076287,0.8,0.8,A,A,agrees,agrees
2037,2037,agrees,0.625,Everybody is responsible for dealing with climate change.,agrees,agrees,neutral,agrees,neutral,agrees,agrees,neutral,5,5,t15,0.2733942136588872,0.0076650930367982,0.7189406933043145,1.0,0.8,A,A,agrees,agrees
2038,2038,neutral,0.25,"The company is eager to engage on the issues facing the transforming city, including homelessness, transportation and climate change.",neutral,neutral,neutral,neutral,neutral,neutral,agrees,agrees,5,5,t16,0.0047380270579065,0.5025757994048821,0.4926861735372115,0.75,0.8,A,A,agrees,agrees
2039,2039,agrees,0.75,Your holiday traditions are contributing to climate change and hurting the planet.,neutral,agrees,neutral,agrees,agrees,agrees,agrees,agrees,5,5,t17,0.004705860039646,0.4272083871190253,0.5680857528413286,0.9,0.9,A,A,agrees,agrees
2040,2040,disagrees,-0.75,The climate crisis has been manufactured in order to create a huge climate-industrial complex that can command the redistribution of colossal amounts of money.,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,disagrees,neutral,5,5,t18,0.0020305923066936,0.0020283258959328,0.9959410817973734,0.9,0.95,C,C,disagrees,disagrees
2041,2041,agrees,0.625,They would look self-serving and out of touch if they tried to deny climate change.,agrees,agrees,agrees,neutral,neutral,agrees,agrees,neutral,5,5,t19,0.0010381423449848,0.9975693947845076,0.0013924628705074,1.0,0.8,A,A,agrees,agrees
2042,2042,neutral,0.0,"Half of climate scientists, or fewer, think human-caused global warming is happening.",neutral,neutral,neutral,neutral,neutral,neutral,disagrees,agrees,5,5,t2,0.0052700276549205,0.9403228529540412,0.0544071193910384,0.9,0.9,C,C,disagrees,disagrees
2043,2043,agrees,0.625,The Green New Deal proposed by Rep. Alexandria Ocasio-Cortez (D-N.Y.) is a crucial framework for meeting the climate challenges we face.,neutral,agrees,neutral,agrees,agrees,agrees,agrees,neutral,5,5,t20,0.0013272069400239,0.0028278534056549,0.9958449396543212,1.0,0.9,A,A,agrees,agrees
2044,2044,neutral,0.0,Opposing sides in polarised debates such as that on climate change had to learn how to talk with each other again.,neutral,neutral,disagrees,neutral,neutral,neutral,neutral,agrees,5,5,t21,0.0067555508760066,0.4454946133087955,0.5477498358151979,0.75,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2045,2045,disagrees,-0.625,Anthropomorphic climate change is a scam.,disagrees,disagrees,agrees,disagrees,disagrees,disagrees,disagrees,neutral,5,5,t22,0.0032275867950863,0.9274876970465586,0.0692847161583551,1.0,0.95,C,C,disagrees,disagrees
2046,2046,agrees,0.625,"This may be the first time in the history of the United States that there are children wondering whether they are going to have a future, whether they should have children as a result of the potential for climate change to get worse and worse.",neutral,agrees,neutral,agrees,agrees,agrees,agrees,neutral,5,5,t23,0.0030057837386341,0.0583620977143461,0.9386321185470198,1.0,0.9,A,A,agrees,agrees
2047,2047,neutral,0.125,"It is so cold in Florida, they are setting record temperatures and you know they&aposre afraid of the iguanas falling off the trees.",neutral,neutral,agrees,neutral,neutral,neutral,disagrees,agrees,5,5,t24,0.0028393697485972,0.9457631329969806,0.0513974972544222,0.2,0.8,C,A,agrees,disagrees
2048,2048,disagrees,-0.125,The corruption of climate science has occurred because some of our most important institutions have let us down.,disagrees,disagrees,agrees,neutral,disagrees,neutral,neutral,agrees,5,5,t25,0.9955903920457656,0.0015890330911325,0.0028205748631018,0.8,0.8,C,A,agrees,disagrees
2049,2049,agrees,0.5,"It is in the big cities where climate warming occurs, and people live and suffer it.",agrees,agrees,disagrees,agrees,neutral,agrees,agrees,neutral,5,5,t26,0.0042916640604175,0.7390834642037759,0.2566248717358064,1.0,0.8,A,A,agrees,agrees
2050,2050,neutral,-0.125,Some members of the Governing Council question whether fighting climate change is a central bank's job.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,disagrees,5,5,t27,0.0030193945495068,0.9414191252148034,0.0555614802356896,0.9,0.8,B,C,disagrees,neither agrees nor disagrees
2051,2051,agrees,0.75,Climate change is emerging as potentially the greatest risk to human health in the 21st century.,agrees,agrees,disagrees,agrees,agrees,agrees,agrees,agrees,5,5,t28,0.0020116665426114,0.0020055116473403,0.9959828218100484,1.0,0.95,A,A,agrees,agrees
2052,2052,neutral,-0.125,Unused special funds-including money set aside for renovating schools or incentives for fighting climate change-also contributed to the surplus.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,disagrees,5,5,t29,0.9957416891161244,0.00229500141561,0.0019633094682654,1.0,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2053,2053,agrees,0.75,Climate change and receding Arctic ice is forcing wild animals out of their traditional hunting grounds.,agrees,agrees,neutral,agrees,agrees,agrees,neutral,agrees,5,5,t3,0.0029517348275624,0.9420097673432586,0.0550384978291789,0.9,0.9,A,A,agrees,agrees
2054,2054,agrees,0.375,"His antipathy toward action on climate change has contributed to what they consider a hands-off response to the fires, treating them as a tragedy rather than a turning point.",agrees,agrees,agrees,neutral,neutral,disagrees,neutral,agrees,5,5,t30,0.0579437727050883,0.0069239466137936,0.935132280681118,0.9,0.8,A,A,agrees,agrees
2055,2055,agrees,0.75,The financial sector has been too slow to address the risks from climate change and that politicians need to effect change now.,agrees,agrees,disagrees,agrees,agrees,agrees,agrees,agrees,5,5,t31,0.5496066985781972,0.0092494650759729,0.4411438363458299,1.0,0.9,A,A,agrees,agrees
2056,2056,disagrees,-0.125,Man-made climate change isn't solely to blame for tropical storms.,neutral,disagrees,agrees,disagrees,neutral,disagrees,neutral,agrees,5,5,t32,0.0047419148604197,0.9330140903254838,0.0622439948140964,0.5,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2057,2057,neutral,0.375,California is about 3 degrees Fahrenheit warmer today than it would be without climate change.,neutral,agrees,neutral,neutral,neutral,agrees,neutral,agrees,5,5,t33,0.0014028530144946,0.0015386391805017,0.9970585078050036,1.0,0.9,A,A,agrees,agrees
2058,2058,neutral,0.125,"I realized with all that has separated us from each other, climate justice is the great unifier.",neutral,neutral,neutral,agrees,neutral,neutral,agrees,disagrees,5,5,t34,0.0018921405534769,0.996396474357266,0.0017113850892569,0.8,0.8,A,A,agrees,agrees
2059,2059,neutral,0.0,Global oil consumption will grow by seven million barrels a day through 2024.,neutral,neutral,disagrees,neutral,neutral,neutral,neutral,agrees,5,5,t35,0.0013844304625969,0.0014582834955606,0.9971572860418424,1.0,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2060,2060,agrees,0.75,Climate change will continue to affect all types of weather phenomena and subsequently impact increasingly urbanised areas.,agrees,agrees,neutral,agrees,agrees,agrees,agrees,neutral,5,5,t36,0.0816084033896915,0.3548925830325491,0.5634990135777593,0.9,0.9,A,A,agrees,agrees
2061,2061,neutral,0.125,We can win on climate.,agrees,neutral,neutral,neutral,neutral,agrees,neutral,disagrees,5,5,t37,0.0018576107396778,0.996449135750304,0.0016932535100178,0.2,0.8,A,B,neither agrees nor disagrees,agrees
2062,2062,disagrees,-0.875,"Our current temperatures are not at all unusual nor unprecedented, but very similar to previous warming trends over the last several thousand years.",disagrees,disagrees,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,5,5,t38,0.5806154597685698,0.0092665945181254,0.4101179457133048,0.9,0.8,C,B,neither agrees nor disagrees,disagrees
2063,2063,agrees,0.375,A narrative of sacrifice doesn't go over well with many people whom we'll need as collaborators in addressing climate change.,agrees,agrees,disagrees,agrees,agrees,neutral,agrees,disagrees,5,5,t39,0.0043154952333238,0.2663521111871721,0.7293323935795041,0.75,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2064,2064,neutral,-0.25,"We are not climate activists, we never are.",disagrees,neutral,neutral,neutral,neutral,neutral,neutral,disagrees,5,5,t4,0.0053628612362301,0.2519245983419056,0.7427125404218643,0.8,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2065,2065,agrees,0.625,Climate change is causing global or regional crop devastation.,agrees,agrees,disagrees,agrees,agrees,agrees,agrees,neutral,5,5,t40,0.0019734146532555,0.0020076692105642,0.9960189161361804,0.9,0.95,A,A,agrees,agrees
2066,2066,agrees,0.75,"There is a realistic win-win outcome: with the right government policies, we can stimulate investment in green energy, efficient cities, better transportation and the like, which will address climate change as well as make many of our lives better and more comfortable.",agrees,agrees,neutral,agrees,agrees,neutral,agrees,agrees,5,5,t41,0.0013587267485958,0.9956007733462088,0.0030404999051952,0.9,0.9,A,A,agrees,agrees
2067,2067,neutral,0.0,"About half of mainstream outlets seek out ""climate denying ""experts.",neutral,neutral,neutral,neutral,neutral,agrees,neutral,disagrees,5,5,t42,0.0050302313420574,0.1804254387356758,0.8145443299222668,0.9,0.8,B,A,agrees,neither agrees nor disagrees
2068,2068,disagrees,-0.375,Anthropogenic warming theory just didn't stand up.,neutral,disagrees,agrees,disagrees,disagrees,disagrees,disagrees,agrees,5,5,t43,0.9464896677112792,0.0033259256471656,0.0501844066415554,0.9,0.9,C,C,disagrees,disagrees
2069,2069,neutral,0.125,Climate change is his top priority.,agrees,neutral,disagrees,neutral,neutral,agrees,neutral,neutral,5,5,t44,0.0051819358721695,0.9506767699975954,0.0441412941302349,1.0,0.9,A,A,agrees,agrees
2070,2070,neutral,0.375,"Science tells us that on our current path, we face at least 3-degrees Celsius of global heating by the end of the century.",agrees,neutral,neutral,agrees,neutral,neutral,neutral,agrees,5,5,t45,0.0020083490413158,0.995825450855009,0.0021662001036751,1.0,0.9,A,A,agrees,agrees
2071,2071,disagrees,-0.75,Australians care about the high cost of environmental activism based on questionable climate alarmism.,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,agrees,5,5,t46,0.0027530364350515,0.9468663044237492,0.050380659141199,0.9,0.9,C,C,disagrees,disagrees
2072,2072,agrees,1.0,"The world's richest countries, responsible for emitting more than three-fourths of planet-warming pollution, are not doing enough to keep Earth's temperature from rising to dangerously high levels.",agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,5,5,t47,0.0035386256588236,0.0450654841406193,0.9513958902005568,0.9,0.95,A,A,agrees,agrees
2073,2073,disagrees,-0.375,Extinction Rebellion protestors in Germany make unsubstantiated predictions of billions of deaths within just a few years because alarmist language works.,disagrees,disagrees,neutral,neutral,disagrees,neutral,disagrees,agrees,5,5,t48,0.953902710281292,0.0054278354941551,0.0406694542245528,0.9,0.9,C,C,disagrees,disagrees
2074,2074,neutral,0.125,"Temperature records are broken in France, Germany and elsewhere.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,agrees,5,5,t49,0.0062976035705153,0.1856637978259559,0.8080385986035288,1.0,0.8,A,B,neither agrees nor disagrees,agrees
2075,2075,disagrees,-0.75,That manmade climate change is a crisis is a false twisting of the actual data.,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,agrees,5,5,t5,0.004382376104665,0.2423840521423607,0.7532335717529741,0.9,0.95,C,C,disagrees,disagrees
2076,2076,neutral,0.25,Climate change and sustainability would become more important for the fashion industry in 2020.,neutral,neutral,neutral,neutral,neutral,agrees,neutral,agrees,5,5,t6,0.99696266566628,0.0016005764569589,0.0014367578767609,0.8,0.8,A,A,agrees,agrees
2077,2077,neutral,-0.125,"Even if the warming increases, humans can adjust.",neutral,neutral,agrees,disagrees,neutral,neutral,disagrees,neutral,5,5,t7,0.0011074367091925,0.9974219280159948,0.0014706352748125,0.75,0.8,C,B,neither agrees nor disagrees,disagrees
2078,2078,neutral,0.625,They will do little for renewable growth and next to nothing to address climate change.,neutral,neutral,agrees,agrees,neutral,agrees,agrees,agrees,5,5,t8,0.7733468745483237,0.0059038877400243,0.2207492377116518,1.0,0.9,A,C,disagrees,agrees
2079,2079,neutral,0.5,"Two thirds of people in Europe, the United States and China think their individual behaviour can help tackle climate change and more than three quarters of parents believe their children will bear the consequences of climate change.",agrees,neutral,agrees,neutral,neutral,agrees,agrees,neutral,5,5,t9,0.0011942547591768,0.0018194949638919,0.9969862502769312,0.9,0.9,A,A,agrees,agrees
2080,2080,disagrees,-1.0,Global warming is a hoax.,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,5,6,s0,,,,1.0,1.0,C,C,disagrees,disagrees
2081,2081,agrees,0.625,Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,agrees,disagrees,agrees,agrees,agrees,agrees,agrees,neutral,5,6,s1,,,,1.0,0.95,A,A,agrees,agrees
2082,2082,neutral,-0.125,"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",neutral,neutral,neutral,disagrees,neutral,neutral,neutral,neutral,5,6,s2,,,,0.0,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2083,2083,agrees,1.0,Global warming is happening and it will be dangerous to human health and welfare.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,5,6,s3,,,,1.0,0.95,A,A,agrees,agrees
2084,2084,neutral,0.125,Some icebergs are cute.,disagrees,agrees,neutral,agrees,neutral,neutral,neutral,neutral,5,6,s4,,,,0.2,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2085,2085,agrees,0.5,"The gap is widening between the steps taken by governments in response to the climate emergency, on the one hand, and the compelling scientific evidence and moral obligation to act, on the other.",agrees,agrees,neutral,disagrees,neutral,agrees,agrees,agrees,5,6,t0,0.0073171874224493,0.8949212552255366,0.097761557352014,1.0,0.95,A,A,agrees,agrees
2086,2086,agrees,0.75,You can save the climate with electric cars.,agrees,agrees,agrees,agrees,agrees,agrees,neutral,neutral,5,6,t1,0.0045500997905366,0.6812081229485989,0.3142417772608644,0.8,0.8,A,C,disagrees,agrees
2087,2087,agrees,0.625,We will continue to work with our global partners to enhance resilience to the impacts of climate change and prepare for and respond to natural disasters.,agrees,neutral,agrees,neutral,neutral,agrees,agrees,agrees,5,6,t10,0.0011232309658628,0.0010313174244763,0.9978454516096608,1.0,0.8,A,A,agrees,agrees
2088,2088,disagrees,-0.125,Spokespersons of the movement claims that billions of people are going to die from climate change have no basis whatsoever in scientific fact but are necessary to provoke the kind of response that is needed to cut back on greenhouse gas emissions.,disagrees,agrees,disagrees,agrees,neutral,agrees,disagrees,disagrees,5,6,t11,0.010788486635083,0.1151058266354577,0.8741056867294593,0.8,0.8,C,B,neither agrees nor disagrees,disagrees
2089,2089,agrees,0.375,"Warning that global warming, access to clean water and other environmental threats could push hundreds of millions around the world back into poverty.",disagrees,disagrees,agrees,agrees,neutral,agrees,agrees,agrees,5,6,t12,0.0054258359786789,0.0429529053495433,0.9516212586717776,0.9,0.95,A,A,agrees,agrees
2090,2090,disagrees,-0.75,"There is no statistical evidence that global warming is intensifying hurricanes, floods, droughts and suchlike natural disasters, or making them more frequent.",disagrees,agrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,5,6,t13,0.7047422050218874,0.0709242446053173,0.2243335503727952,0.9,0.9,C,C,disagrees,disagrees
2091,2091,disagrees,-0.625,Many efforts undertaken by climate activists have called for unnecessary or costly regulations.,disagrees,agrees,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,5,6,t14,0.0019637643002106,0.0299548730665645,0.9680813626332248,0.8,0.8,B,C,disagrees,neither agrees nor disagrees
2092,2092,disagrees,-0.625,I don't think there is much need to address climate change because it is already a focal point across the rest of the media.,disagrees,disagrees,agrees,disagrees,neutral,disagrees,disagrees,disagrees,5,6,t15,0.0014346072618555,0.0113088828174149,0.9872565099207296,0.8,0.9,C,C,disagrees,disagrees
2093,2093,agrees,0.375,"The United States will join other nations in their fight against climate change at a United Nations-led press conference in Madrid, Spain.",agrees,disagrees,neutral,agrees,neutral,agrees,neutral,agrees,5,6,t16,0.0026095190737523,0.9952872275585382,0.0021032533677095,1.0,0.8,A,A,agrees,agrees
2094,2094,neutral,0.375,We're on the front line of what is happening with sea-level rise.,neutral,neutral,neutral,agrees,neutral,agrees,agrees,neutral,5,6,t17,0.0097232740831033,0.0822860175229496,0.907990708393947,0.9,0.8,A,A,agrees,agrees
2095,2095,neutral,0.0,A report on the threat of climate change based on more controversial data from the United Nations Intergovernmental Panel on Climate Change would doom the the U.S. economy while allowing the biggest polluters like China and India to continue polluting.,neutral,disagrees,neutral,disagrees,neutral,agrees,neutral,agrees,5,6,t18,0.0018891027318692,0.9833639927180996,0.0147469045500312,0.9,0.7,C,C,disagrees,disagrees
2096,2096,neutral,0.375,"Civil society has a renewed awareness of environmental issues and climate change like never before, despite the failure of COP2.",neutral,agrees,neutral,neutral,neutral,agrees,agrees,neutral,5,6,t19,0.9758201364228392,0.0174501212305696,0.0067297423465911,0.9,0.85,A,A,agrees,agrees
2097,2097,neutral,0.0,"A startling message on a 1,200-year-old granite slab created by the Vikings appears to predict climate change.",neutral,disagrees,neutral,agrees,neutral,neutral,neutral,neutral,5,6,t2,0.1430058107498382,0.8424858401408308,0.0145083491093306,0.9,0.8,B,A,agrees,neither agrees nor disagrees
2098,2098,neutral,-0.125,Some scientists counter that the possibility of global tipping remains highly speculative.,disagrees,neutral,neutral,agrees,neutral,neutral,disagrees,neutral,5,6,t20,0.9988824023099268,0.000562025485055,0.0005555722050181,0.75,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2099,2099,agrees,0.375,The climate event is further evidence of manmade global warming.,neutral,disagrees,agrees,agrees,disagrees,agrees,agrees,agrees,5,6,t21,0.9958506829494967,0.0009548037445508,0.0031945133059522,1.0,0.9,A,A,agrees,agrees
2100,2100,agrees,0.75,"Environmental degradation, climate change and unsustainable development constitute some of the most pressing and serious threats to the ability of present and future generations to enjoy the right to life.",agrees,agrees,agrees,disagrees,agrees,agrees,agrees,agrees,5,6,t22,0.9665544210677248,0.0259172822161076,0.0075282967161673,1.0,0.95,A,A,agrees,agrees
2101,2101,agrees,1.0,Climate change is a global emergency.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,5,6,t23,0.0075465590189411,0.6692696117544883,0.3231838292265706,1.0,1.0,A,A,agrees,agrees
2102,2102,neutral,0.375,Blackrock would place climate change at the center of its investment strategy.,neutral,agrees,neutral,agrees,neutral,agrees,neutral,neutral,5,6,t24,0.002952754978607,0.0914601516285902,0.9055870933928029,1.0,0.9,A,A,agrees,agrees
2103,2103,agrees,0.5,Man-made climate change is becoming impossible to deny.,agrees,disagrees,agrees,disagrees,agrees,agrees,agrees,agrees,5,6,t25,0.0128826313408596,0.1926841951527458,0.7944331735063944,1.0,0.95,A,A,agrees,agrees
2104,2104,agrees,0.625,"Global sea-level rise is one of the greatest challenges facing society in the 21st century, and understanding how this phenomenon impacts coastal systems, infrastructure and the people who use them requires a regular coastal presence.",agrees,neutral,neutral,agrees,agrees,agrees,agrees,neutral,5,6,t26,0.0027545602227923,0.0799923053632767,0.9172531344139307,1.0,0.9,A,A,agrees,agrees
2105,2105,neutral,0.125,Temperatures are forecast to be more than 20 degrees below normal for large portions of the Midwest.,neutral,agrees,neutral,disagrees,neutral,agrees,neutral,neutral,5,6,t27,0.3221689167655539,0.0050939161761406,0.6727371670583054,0.95,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2106,2106,neutral,-0.125,A teenager had to speak out against purported global warming.,neutral,agrees,neutral,neutral,neutral,disagrees,neutral,disagrees,5,6,t28,0.0222239081296426,0.8746257984278931,0.1031502934424642,0.8,0.8,B,A,agrees,neither agrees nor disagrees
2107,2107,neutral,0.0,"You could have two people in the same room who agree about the details of climate change investing, but then they start fighting over the nuance.",neutral,neutral,neutral,disagrees,neutral,agrees,neutral,neutral,5,6,t29,0.0021323299189404,0.9966351523987774,0.0012325176822819,0.2,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2108,2108,neutral,0.0,New Ice Age coming fast.,agrees,disagrees,neutral,disagrees,agrees,neutral,neutral,neutral,5,6,t3,0.0008052044177181,0.9982471259308168,0.0009476696514652,0.9,0.9,C,C,disagrees,disagrees
2109,2109,disagrees,-0.25,The issue is more about globalization than saving the planet.,disagrees,neutral,disagrees,agrees,neutral,agrees,disagrees,disagrees,5,6,t30,0.0015981651969082,0.015807504218639,0.9825943305844528,0.9,0.8,C,C,disagrees,disagrees
2110,2110,neutral,0.25,Thunberg priority is drawing attention and action to concerns about global warming.,neutral,agrees,neutral,disagrees,neutral,agrees,agrees,neutral,5,6,t31,0.0036250527282637,0.9949852148377306,0.0013897324340056,1.0,0.9,A,A,agrees,agrees
2111,2111,neutral,0.25,"As climate change continues to affect our economy, it is critical to understand your bank 's adaptation and mitigation strategies.",neutral,agrees,neutral,disagrees,agrees,agrees,neutral,neutral,5,6,t32,0.0046385373359698,0.5991614672270276,0.3961999954370026,1.0,0.9,A,A,agrees,agrees
2112,2112,neutral,0.125,"A mini-ice age may have occurred roughly 12,800 years ago.",neutral,neutral,neutral,agrees,neutral,neutral,neutral,neutral,5,6,t33,0.0033436091356258,0.0108788102617284,0.9857775806026458,0.2,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2113,2113,disagrees,-0.625,The crusader mentality of climate researchers leads them away from the factual debate and empirical accounting of sound science.,disagrees,agrees,neutral,disagrees,disagrees,disagrees,disagrees,disagrees,5,6,t34,0.2536068548195096,0.0036912397405055,0.7427019054399848,0.9,0.9,C,C,disagrees,disagrees
2114,2114,neutral,0.5,These are hard-won results from the efforts of promoting a green and low carbon economy.,agrees,agrees,neutral,agrees,neutral,agrees,neutral,neutral,5,6,t35,0.0029950934347476,0.0075077228269784,0.989497183738274,0.9,0.8,A,A,agrees,agrees
2115,2115,disagrees,-0.625,"Climate changes all the time, although he sensibly questions the degree to which it is caused by human activity.",disagrees,agrees,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,5,6,t36,0.9770370474812148,0.0141995009082419,0.0087634516105432,0.8,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
2116,2116,agrees,0.5,Climate change could cost the United States 10.5 percent in real income by 2100.,agrees,neutral,neutral,agrees,neutral,agrees,neutral,agrees,5,6,t37,0.006838380937281,0.0902351963204224,0.9029264227422966,0.9,0.9,A,A,agrees,agrees
2117,2117,neutral,0.25,Bold action on protecting the climate could generate over $26 trillion in benefits through 2030.,neutral,neutral,neutral,disagrees,agrees,neutral,agrees,agrees,5,6,t38,0.0046677135391027,0.0313781259776368,0.9639541604832604,0.9,0.9,A,A,agrees,agrees
2118,2118,neutral,0.5,"But even as polls indicate a growing acceptance of the reality of global warming, many people are still not motivated enough to act.",neutral,agrees,neutral,agrees,agrees,neutral,agrees,neutral,5,6,t39,0.0006061251622577,0.0009195018962435,0.9984743729414988,0.9,0.8,A,A,agrees,agrees
2119,2119,neutral,0.125,There are warming trends.,neutral,neutral,neutral,disagrees,agrees,neutral,agrees,neutral,5,6,t4,0.9711619572643516,0.0018278372152705,0.0270102055203777,0.9,0.8,B,A,agrees,neither agrees nor disagrees
